query_id,query,department,solution,query_date,date_solved,employee_id
883,What property is not covered under home insurance,insurance,The following properties are not covered: Properties under construction 'Kutcha' Constructions Residence-cum-office properties Residence-cum-shop Land View more,5/27/2019,9/21/2018,514
884,What are the eligibility criteria to avail a Home Insurance policy,insurance,Any resident Indian who is the owner of the property & which is located in India can purchase a Multi Year Home Insurance Policy.,10/10/2018,9/27/2018,570
885,Why do I need a Children’s Plan,insurance,"As a parent, your priority is your child’s future and being able to meet their dreams and aspirations. Providing a good education, establishing a professional career or even a modest wedding is becoming an expensive proposition with each passing year. Costs are increasing fast. Just imagine how much you will need when your young children tale these important steps in life in the future. With our Children’s Plans, you can start building regular savings today to help you secure your child’s immediate and future needs even when you are not around.",11/1/2018,7/4/2019,503
886,Will I also be able to save tax through a Children’s Plan,insurance,"Yes, you will be eligible for tax benefits under Section 80C and Section 10(10D) of the Income Tax Act, 1961, subject to the provisions contained therein (tax benefits are subject to change in the tax laws. Please refer to the Tax Benefits section for more details).",6/4/2019,3/26/2019,533
887,What are the factors to consider while buying a Children’s Plan,insurance,"Consider the inflated costs of a normal educational course or any other requirements that your child might have in the future. This should be your targeted savings amount, which you would want to receive when the policy matures. Ideally, the term you should choose for the plan is when your child is in a position to require the money. Thereafter, you need to sit with your Relationship Manager to work out the amount to be invested and the level of protection required.",10/22/2018,6/12/2019,567
888,Does Syndicate SL offer Unit Linked plans within its entire range of Children’s Plans,insurance,"Yes, the plan name is Syndicate Young star super premium plan.",8/2/2019,7/13/2019,525
889,Should I buy a plan in my Child’s name or in my own name,insurance,"When purchasing a Life Insurance plan, it is important to remember that its main purpose is to replace an income that is lost in case of the unfortunate demise of the chief bread winner of the family (Life Assured). A child rarely has an income and therefore has no reason to be insured. If the Insurance Plan is taken in name of the child, the plan gets derailed in case of the unfortunate demise of the parent. Thus, the very objective of any Children’s Plan is undermined if the plan is acquired in the child’s name. Therefore, as far as possible, make sure that you, as a parent, are the Life Assured and the nominee or the beneficiary is your child.",6/3/2019,2/27/2019,508
890,What is the surrender benefit,insurance,"If you surrender before completion of the 5th policy year, your Fund Value less applicable charges will be moved to the DPF and the proceeds from DPF will be paid out on the completion of the lock-in period. If you surrender after completion of the 5th policy year your Fund Value will be paid out to you. Upon payment of this benefit the policy terminates and no further benefits are payable. Please refer to the policy document for further details on Surrender.",8/16/2019,5/5/2019,583
891,Can I take any loan,insurance,Policy loan is not offered in this plan,12/25/2018,12/1/2018,565
892,What are the exclusions available under the Plan,insurance,"In case of death due to suicide within 12 months from the date of inception of the policy or from the date of the revival of the policy, the nominee or beneficiary of the policyholder shall be entitled to the fund value, as available on the date of death.Any charges recovered subsequent to the date of death shall be paid back to the nominee or beneficiary along with the death benefit. For detailed exclusions for the plan options please refer to product brochure carefully and/or consult Relationship Manager.",12/9/2018,3/18/2019,548
893,What are the fund choices,insurance,"The plan offers 4 funds of varying risk & return profiles. Income Fund, Balanced Fund, BlueChip Fund and Opportunities Fund",9/20/2018,11/17/2018,566
894,What are the Plan option available,insurance,There are 8 Plan options available under the Plan ProGrowth Super II. Please refer to the product brochure for details.,4/30/2019,3/16/2019,531
895,What is the Settlement Option,insurance,"In Settlement Option the Fund value is paid in periodical installments over a period which may extend up to 5 years. The value of installment payable on the date specified shall be subject to investment risk i.e. the NAV may go up or down depending upon the performance of the funds chosen by you. Your money will remain invested in the funds chosen by you and is subject to the same investment risks as during the policy term. During the Settlement period, the risk cover will cease, Fund Management Charge will continue to be deducted and no other charges shall be levied. Partial withdrawals and switches shall not be allowed during this period. Complete withdrawal may be allowed at any time during this period without levying any charge. At the end of this 5-year period, the balance units will be redeemed at the then prevailing unit price and the fund value will be paid to you.",7/17/2019,8/12/2019,561
896,What is the min-max age at entry/maturity,insurance,Click here to view the min-max age at entry/maturity,3/26/2019,8/25/2019,506
897,What is the Maturity Benefit under the plan,insurance,"On maturity, the policy holder will receive the sum assured plus accrued bonuses on full payment of premiums due throughout the premium paying term.",3/30/2019,5/14/2019,596
898,What is the premium frequency available under the policy,insurance,"The premiums can be paid annually, half-yearly, quarterly and annually",8/20/2019,6/26/2019,574
899,Can the plan be offered under limited underwriting,insurance,"The plan can be applied for by filling in the Short Medical Questionnaire (SMQ), which may not require you to go for medicals.",5/13/2019,4/30/2019,576
900,Do I have an option to avail of loans under the policy,insurance,"The policyholder can avail a loan under the policy, provided the policy has acquired a surrender value and subject to terms and conditions as the company may specify from time to time.",6/4/2019,9/2/2018,594
